experiment,instance,time,size,lb,ub,optimal
oracle,random_graph_1_250_0.5_0_4.col,514,83046,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,516,83190,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,518,83348,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,519,83470,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,521,83612,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,523,83737,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,525,83881,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,526,84019,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,528,84144,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,530,84266,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,532,84401,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,533,84526,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,535,84649,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,537,84767,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,539,84892,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,540,85039,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,542,85157,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,544,85274,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,546,85401,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,547,85518,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,549,85654,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,551,85774,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,553,85907,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,555,86033,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,556,86140,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,558,86257,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,560,86373,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,562,86509,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,563,86642,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,565,86788,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,567,86911,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,569,87050,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,571,87164,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,573,87262,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,574,87423,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,576,87536,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,578,87657,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,580,87769,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,582,87887,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,584,88002,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,585,88150,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,587,88266,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,589,88386,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,591,88525,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,593,88633,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,595,88767,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,597,88866,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,599,88969,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,601,89096,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,602,89203,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,604,89345,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,606,89472,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,608,89577,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,610,89696,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,612,89842,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,614,89964,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,616,90091,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,618,90234,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,620,90348,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,622,90474,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,623,90582,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,625,90713,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,627,90842,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,629,90966,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,631,91102,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,633,91222,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,635,91355,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,637,91507,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,639,91651,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,641,91773,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,643,91899,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,645,92055,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,647,92187,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,649,92310,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,651,92424,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,653,92541,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,655,92657,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,657,92785,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,659,92917,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,661,93022,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,663,93151,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,665,93261,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,667,93399,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,669,93544,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,671,93656,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,673,93753,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,675,93860,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,677,93964,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,679,94066,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,681,94178,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,683,94278,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,685,94397,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,687,94491,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,689,94612,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,691,94702,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,693,94804,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,695,94897,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,697,95005,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,699,95110,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,701,95220,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,703,95330,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,706,95444,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,708,95556,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,710,95689,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,712,95824,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,714,95965,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,716,96094,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,718,96204,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,720,96300,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,722,96395,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,724,96517,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,726,96606,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,728,96707,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,730,96805,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,732,96925,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,734,97049,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,736,97153,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,738,97243,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,740,97358,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,743,97445,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,745,97560,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,747,97711,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,749,97828,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,751,97906,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,753,98054,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,755,98172,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,757,98278,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,759,98379,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,761,98487,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,764,98604,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,766,98717,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,768,98831,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,770,98952,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,772,99071,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,774,99181,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,776,99316,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,778,99439,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,781,99534,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,783,99649,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,785,99764,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,787,99888,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,789,100004,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,791,100146,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,794,100269,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,796,100399,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,798,100518,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,800,100611,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,802,100740,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,805,100872,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,807,100977,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,809,101126,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,811,101243,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,814,101362,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,816,101477,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,818,101590,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,820,101740,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,822,101849,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,825,102024,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,827,102161,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,829,102260,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,831,102356,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,834,102477,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,836,102603,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,838,102709,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,840,102840,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,843,102977,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,845,103092,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,847,103195,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,849,103307,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,852,103428,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,854,103556,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,856,103652,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,858,103811,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,861,103964,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,863,104076,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,865,104218,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,867,104345,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,870,104459,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,872,104570,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,874,104680,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,876,104816,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,879,104921,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,881,105013,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,883,105122,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,886,105256,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,888,105394,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,890,105511,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,893,105646,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,895,105761,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,897,105906,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,899,106027,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,902,106131,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,904,106247,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,906,106373,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,909,106536,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,911,106661,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,914,106767,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,916,106915,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,918,107042,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,921,107173,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,923,107333,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,925,107469,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,928,107605,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,930,107743,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,933,107880,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,935,108021,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,938,108197,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,940,108333,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,942,108473,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,945,108621,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,947,108772,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,950,108889,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,952,109001,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,955,109113,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,957,109233,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,960,109367,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,962,109490,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,964,109613,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,967,109752,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,969,109922,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,972,110075,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,974,110216,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,977,110376,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,979,110479,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,982,110610,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,984,110735,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,986,110907,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,989,111036,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,991,111194,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,994,111308,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,996,111425,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,999,111550,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1001,111678,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1004,111840,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1006,111932,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1009,112074,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1011,112221,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1014,112362,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1016,112518,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1019,112666,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1021,112771,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1024,112892,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1027,113047,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1029,113180,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1032,113294,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1034,113405,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1037,113525,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1039,113668,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1042,113799,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1045,113933,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1047,114061,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1050,114201,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1052,114341,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1055,114457,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1058,114615,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1060,114748,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1063,114878,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1065,115044,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1068,115157,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1071,115303,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1073,115427,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1076,115588,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1078,115704,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1081,115828,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1084,115948,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1086,116083,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1089,116261,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1092,116423,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1094,116532,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1097,116659,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1100,116786,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1102,116929,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1105,117080,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1108,117192,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1110,117331,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1113,117441,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1116,117548,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1118,117656,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1121,117782,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1124,117866,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1126,118012,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1129,118139,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1132,118279,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1134,118412,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1137,118528,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1140,118641,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1143,118750,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1145,118847,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1148,118938,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1151,119043,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1153,119156,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1156,119247,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1159,119361,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1162,119475,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1164,119607,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1167,119738,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1170,119845,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1173,120003,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1175,120120,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1178,120250,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1181,120369,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1184,120499,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1187,120637,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1189,120762,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1192,120890,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1195,121014,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1198,121128,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1200,121249,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1203,121348,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1206,121494,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1209,121617,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1212,121755,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1215,121872,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1217,122011,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1220,122100,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1223,122226,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1226,122355,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1229,122458,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1232,122562,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1235,122685,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1237,122822,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1240,122953,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1243,123085,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1246,123217,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1249,123347,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1252,123476,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1255,123579,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1258,123697,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1261,123809,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1263,123924,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1266,124029,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1269,124173,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1272,124292,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1275,124418,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1278,124531,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1281,124659,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1284,124788,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1287,124941,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1290,125068,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1293,125196,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1296,125306,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1299,125479,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1302,125605,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1305,125733,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1307,125853,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1310,125984,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1313,126114,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1316,126236,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1319,126375,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1322,126501,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1325,126668,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1328,126808,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1331,126940,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1334,127073,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1337,127206,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1340,127323,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1343,127449,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1346,127575,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1349,127702,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1352,127872,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1355,127971,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1358,128082,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1361,128249,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1364,128398,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1367,128496,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1370,128641,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1373,128771,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1376,128948,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1379,129115,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1382,129218,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1385,129401,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1388,129575,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1391,129724,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1394,129866,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1397,129984,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1400,130129,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1404,130290,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1407,130372,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1410,130500,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1413,130632,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1416,130823,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1419,130953,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1422,131092,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1425,131262,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1429,131394,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1432,131521,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1435,131678,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1438,131826,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1441,131927,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1444,132075,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1448,132220,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1451,132341,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1454,132494,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1457,132602,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1460,132712,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1463,132847,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1467,132971,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1470,133114,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1473,133232,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1476,133378,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1479,133534,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1483,133664,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1486,133783,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1489,133906,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1492,134048,16,38,False
oracle,random_graph_1_250_0.5_0_4.col,1495,134171,16,38,False
