instance,balance-hard,balance-hard-max,balance-hard-mean,balance-hard-min,balance-hard-std,balance-soft,balance-soft-max,balance-soft-mean,balance-soft-min,balance-soft-std,ncls,nhard_len_stats.ave,nhard_len_stats.max,nhard_len_stats.min,nhard_len_stats.stddev,nhards,nsoft_len_stats.ave,nsoft_len_stats.max,nsoft_len_stats.min,nsoft_len_stats.stddev,nsoft_wts,nsofts,nvars,soft_wt_stats.ave,soft_wt_stats.max,soft_wt_stats.min,soft_wt_stats.stddev
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_2_10_2.wcnf.gz,0.639719626,1,0.674349125,0,0.209527358,0.948345865,1,0.948345865,0,0.221327779,188290,2.74,201,2,7.12,148390,1,1,1,0,1,39900,76190,1,1,1,0
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_4_10_3.wcnf.gz,0.639719626,1,0.674349125,0,0.209527358,0.950952381,1,0.950952381,0,0.215967475,188290,2.74,201,2,7.12,148390,1,1,1,0,1,39900,76190,1,1,1,0
extension-enforcement/extension-enforcement_non-strict_stb_150_0.05_2_8_3.wcnf.gz,0.639825218,1,0.674643875,0,0.210216258,0.949812801,1,0.949812801,0,0.218331043,105506,2.74,151,2,6.16,83070,1,1,1,0,1,22436,42742,1,1,1,0
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_4_10_1.wcnf.gz,0.639719626,1,0.674349125,0,0.209527358,0.950977444,1,0.950977444,0,0.215915135,188290,2.74,201,2,7.12,148390,1,1,1,0,1,39900,76190,1,1,1,0
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_3_10_1.wcnf.gz,0.639719626,1,0.674349125,0,0.209527358,0.951002506,1,0.951002506,0,0.215862779,188290,2.74,201,2,7.12,148390,1,1,1,0,1,39900,76190,1,1,1,0
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_3_10_0.wcnf.gz,0.639719626,1,0.674349125,0,0.209527358,0.951002506,1,0.951002506,0,0.215862779,188290,2.74,201,2,7.12,148390,1,1,1,0,1,39900,76190,1,1,1,0
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_1_10_0.wcnf.gz,0.639719626,1,0.674349125,0,0.209527358,0.950401003,1,0.950401003,0,0.217115032,188290,2.74,201,2,7.12,148390,1,1,1,0,1,39900,76190,1,1,1,0
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_4_10_4.wcnf.gz,0.639719626,1,0.674349125,0,0.209527358,0.950827068,1,0.950827068,0,0.216228941,188290,2.74,201,2,7.12,148390,1,1,1,0,1,39900,76190,1,1,1,0
extension-enforcement/extension-enforcement_non-strict_stb_150_0.05_2_8_4.wcnf.gz,0.639825218,1,0.674643875,0,0.210216258,0.949857372,1,0.949857372,0,0.218239192,105506,2.74,151,2,6.16,83070,1,1,1,0,1,22436,42742,1,1,1,0
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_3_10_4.wcnf.gz,0.639719626,1,0.674349125,0,0.209527358,0.951052632,1,0.951052632,0,0.215758021,188290,2.74,201,2,7.12,148390,1,1,1,0,1,39900,76190,1,1,1,0
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_1_10_1.wcnf.gz,0.639719626,1,0.674349125,0,0.209527358,0.950401003,1,0.950401003,0,0.217115032,188290,2.74,201,2,7.12,148390,1,1,1,0,1,39900,76190,1,1,1,0
extension-enforcement/extension-enforcement_non-strict_stb_200_0.1_2_10_1.wcnf.gz,0.639719626,1,0.674349125,0,0.209527358,0.899674185,1,0.899674185,0,0.300433929,188290,2.74,201,2,7.12,148390,1,1,1,0,1,39900,76190,1,1,1,0
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_1_10_2.wcnf.gz,0.639719626,1,0.674349125,0,0.209527358,0.950350877,1,0.950350877,0,0.217218985,188290,2.74,201,2,7.12,148390,1,1,1,0,1,39900,76190,1,1,1,0
extension-enforcement/extension-enforcement_non-strict_stb_150_0.1_2_8_2.wcnf.gz,0.639825218,1,0.674643875,0,0.210216258,0.899848458,1,0.899848458,0,0.30020195,105506,2.74,151,2,6.16,83070,1,1,1,0,1,22436,42742,1,1,1,0
close_solutions/SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0.used-as.sat04-725.cnf.wcnf.3.wcnf.gz,0.64974019,1,0.896801034,0,0.204166583,0.968197702,1,0.968197702,0,0.175473394,4810148,2.97,352,1,8.79,4671353,1,1,1,0,1,138795,138795,1,1,1,0
close_solutions/SAT11__application__manthey__traffic__traffic_3_uc_sat.cnf.wcnf.8.wcnf.gz,0.500013271,1,0.500017018,0,0.108795096,0.529587567,1,0.529587567,0,0.499123808,1454558,3.47,4,2,0.74,1312353,1,1,1,0,1,142205,142205,1,1,1,0
close_solutions/SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf.wcnf.9.wcnf.gz,0.571426693,1,0.626663979,0,0.369409503,0.657200257,1,0.657200257,0,0.474645214,621109,2.33,5,1,0.47,456351,1,1,1,0,1,164758,164758,1,1,1,0
close_solutions/SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug4_q0.used-as.sat04-723.cnf.wcnf.1.wcnf.gz,0.649796545,1,0.897057385,0,0.203960916,0.895881296,1,0.895881296,0,0.305414472,4813604,2.97,352,1,8.83,4675041,1,1,1,0,1,138563,138563,1,1,1,0
close_solutions/SAT11__application__rintanen__SATPlanning__blocks-blocks-36-0.170-NOTKNOWN.cnf.wcnf.6.wcnf.gz,0.816703255,1,0.883223933,0,0.223026908,0.986288385,1,0.986288385,0,0.116291041,13130756,2.18,1334,1,7.41,12437621,1,1,1,0,1,693135,693135,1,1,1,0
close_solutions/SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug4_q0.used-as.sat04-723.cnf.wcnf.8.wcnf.gz,0.649796333,1,0.897057278,0,0.203961256,0.895881296,1,0.895881296,0,0.305414472,4813604,2.97,352,1,8.83,4675041,1,1,1,0,1,138563,138563,1,1,1,0
close_solutions/SAT11__application__manthey__traffic__traffic_3_uc_sat.cnf.wcnf.9.wcnf.gz,0.50001338,1,0.500017145,0,0.108794999,0.529587567,1,0.529587567,0,0.499123808,1454558,3.47,4,2,0.74,1312353,1,1,1,0,1,142205,142205,1,1,1,0
close_solutions/SAT11__application__fuhs__AProVE11__AProVE11-09.cnf.wcnf.3.wcnf.gz,0.508990194,1,0.503750034,0,0.206752913,0.621672313,1,0.621672313,0,0.484969946,303473,2.6,383,1,1.01,234694,1,1,1,0,1,68779,68779,1,1,1,0
close_solutions/SAT11__application__fuhs__AProVE11__AProVE11-09.cnf.wcnf.2.wcnf.gz,0.508989419,1,0.503747903,0,0.206755528,0.621672313,1,0.621672313,0,0.484969946,303473,2.6,383,1,1.01,234694,1,1,1,0,1,68779,68779,1,1,1,0
close_solutions/SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0.used-as.sat04-725.cnf.wcnf.10.wcnf.gz,0.649740143,1,0.896801034,0,0.204166583,0.968197702,1,0.968197702,0,0.175473394,4810148,2.97,352,1,8.79,4671353,1,1,1,0,1,138795,138795,1,1,1,0
close_solutions/SAT11__application__manthey__traffic__traffic_r_sat.cnf.wcnf.4.wcnf.gz,0.500003661,1,0.500004639,0,0.065685432,0.687636213,1,0.687636213,0,0.463457281,3461318,3.82,5,2,0.48,3362667,1,1,1,0,1,98651,98651,1,1,1,0
close_solutions/SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0.used-as.sat04-725.cnf.wcnf.7.wcnf.gz,0.649740143,1,0.896801034,0,0.204166583,0.968197702,1,0.968197702,0,0.175473394,4810148,2.97,352,1,8.79,4671353,1,1,1,0,1,138795,138795,1,1,1,0
close_solutions/SAT11__application__fuhs__AProVE11__AProVE11-09.cnf.wcnf.4.wcnf.gz,0.50898939,1,0.503749324,0,0.206753213,0.621672313,1,0.621672313,0,0.484969946,303473,2.6,383,1,1.01,234694,1,1,1,0,1,68779,68779,1,1,1,0
close_solutions/SAT11__application__fuhs__AProVE11__AProVE11-10.cnf.wcnf.3.wcnf.gz,0.502723075,1,0.499041712,0,0.205258867,0.508091006,1,0.508091006,0,0.499934531,1298432,2.63,348,1,0.67,1008604,1,1,1,0,1,289828,289828,1,1,1,0
treewidth-computation/TWComp_queen5_5_N25.wcnf.gz,0.575035623,1,0.571131198,0,0.164617206,0,0,0,0,0,38856,3.16,26,2,0.93,38832,1,1,1,0,1,24,7274,1,1,1,0
treewidth-computation/TWComp_queen6_6_N36.wcnf.gz,0.57413929,1,0.568663836,0,0.160237649,0,0,0,0,0,114280,3.21,37,2,0.93,114245,1,1,1,0,1,35,18629,1,1,1,0
treewidth-computation/TWComp_1c75_N69.wcnf.gz,0.573090316,1,0.565951154,0,0.156954979,0,0,0,0,0,768235,3.29,70,2,0.92,768167,1,1,1,0,1,68,91700,1,1,1,0
treewidth-computation/TWComp_queen7_7_N49.wcnf.gz,0.573551063,1,0.567161537,0,0.158392182,0,0,0,0,0,281536,3.25,50,2,0.93,281488,1,1,1,0,1,48,39542,1,1,1,0
treewidth-computation/TWComp_1dp_N76.wcnf.gz,0.572962924,1,0.565614015,0,0.156538364,0,0,0,0,0,1023459,3.3,77,2,0.92,1023384,1,1,1,0,1,75,118369,1,1,1,0
treewidth-computation/TWComp_myciel5_N47.wcnf.gz,0.573914718,1,0.567780411,0,0.157604757,0,0,0,0,0,249849,3.24,48,2,0.93,249803,1,1,1,0,1,46,36283,1,1,1,0
treewidth-computation/TWComp_1dj7_N73.wcnf.gz,0.57301172,1,0.565752847,0,0.156763475,0,0,0,0,0,907399,3.29,74,2,0.92,907327,1,1,1,0,1,72,105922,1,1,1,0
treewidth-computation/TWComp_eil51.tsp_N51.wcnf.gz,0.573887936,1,0.567617345,0,0.156959843,0,0,0,0,0,316999,3.25,52,2,0.93,316949,1,1,1,0,1,50,44165,1,1,1,0
fault-diagnosis/s38584_nan_explicit_14_0.wcnf.gz,0.385048436,1,0.453600875,0,0.166979854,0,0,0,0,0,1005071,2.71,324,1,6.81,955301,1,1,1,0,1,49770,146219,1,1,1,0
fault-diagnosis/s38584_nan_explicit_6_0.wcnf.gz,0.38572938,1,0.452006386,0,0.168531475,0,0,0,0,0,1013945,2.7,316,1,5.62,964175,1,1,1,0,1,49770,148746,1,1,1,0
fault-diagnosis/s38584_nan_explicit_7_0.wcnf.gz,0.387354712,1,0.451572165,0,0.170329999,0,0,0,0,0,1002251,2.7,316,1,5.37,952481,1,1,1,0,1,49770,150217,1,1,1,0
fault-diagnosis/s38584_nan_explicit_2_0.wcnf.gz,0.382419501,1,0.458291201,0,0.163386092,0,0,0,0,0,1164810,2.73,316,1,5.48,1115040,1,1,1,0,1,49770,155804,1,1,1,0
fault-diagnosis/s38584_nan_explicit_10_0.wcnf.gz,0.377444619,1,0.467059958,0,0.151644099,0,0,0,0,0,1409385,2.76,1276,1,19.78,1359615,1,1,1,0,1,49770,169465,1,1,1,0
fault-diagnosis/s38584_nan_explicit_9_0.wcnf.gz,0.388458629,1,0.449736094,0,0.171700811,0,0,0,0,0,960209,2.69,316,1,5.61,910439,1,1,1,0,1,49770,147615,1,1,1,0
fault-diagnosis/s38584_nan_explicit_5_0.wcnf.gz,0.385478785,1,0.457483842,0,0.166024511,0,0,0,0,0,1111264,2.72,326,1,6.83,1061494,1,1,1,0,1,49770,157161,1,1,1,0
fault-diagnosis/s38584_nan_explicit_8_0.wcnf.gz,0.384123293,1,0.454974377,0,0.166762488,0,0,0,0,0,1067725,2.71,350,1,6.93,1017955,1,1,1,0,1,49770,150835,1,1,1,0
maxclique/structured/p_hat1000-1.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,378247,2,2,2,0,377247,1,1,1,0,1,1000,1000,1,1,1,0
maxclique/structured/sanr400_0.7.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,24331,2,2,2,0,23931,1,1,1,0,1,400,400,1,1,1,0
maxclique/structured/brock200_1.clq.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,1132,0,0,0,0,0,2,2,2,0,1,1132,40,1,1,1,0
maxclique/structured/p_hat700-1.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,184351,2,2,2,0,183651,1,1,1,0,1,700,700,1,1,1,0
maxclique/structured/brock800_3.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,113067,2,2,2,0,112267,1,1,1,0,1,800,800,1,1,1,0
maxclique/structured/MANN_a45.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,3015,2,2,2,0,1980,1,1,1,0,1,1035,1035,1,1,1,0
maxclique/structured/brock400_2.clq.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,1188,0,0,0,0,0,2,2,2,0,1,1188,40,1,1,1,0
maxclique/structured/brock800_4.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,112757,2,2,2,0,111957,1,1,1,0,1,800,800,1,1,1,0
maxclique/structured/p_hat700-3.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,62340,2,2,2,0,61640,1,1,1,0,1,700,700,1,1,1,0
maxclique/structured/brock800_1.clq.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,1022,0,0,0,0,0,2,2,2,0,1,1022,40,1,1,1,0
maxclique/structured/hamming10-4.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,90624,2,2,2,0,89600,1,1,1,0,1,1024,1024,1,1,1,0
maxclique/structured/MANN_a81.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,9801,2,2,2,0,6480,1,1,1,0,1,3321,3321,1,1,1,0
maxclique/structured/sanr200_0.9.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,2237,2,2,2,0,2037,1,1,1,0,1,200,200,1,1,1,0
maxclique/structured/brock400_3.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,20519,2,2,2,0,20119,1,1,1,0,1,400,400,1,1,1,0
maxclique/structured/p_hat500-2.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,62304,2,2,2,0,61804,1,1,1,0,1,500,500,1,1,1,0
maxclique/structured/sanr400_0.5.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,40216,2,2,2,0,39816,1,1,1,0,1,400,400,1,1,1,0
maxclique/structured/p_hat1000-3.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,128754,2,2,2,0,127754,1,1,1,0,1,1000,1000,1,1,1,0
mbd/b14_C-mbd14-0388.wcnf.gz,0.423412136,1,0.364942568,0,0.426598464,1,1,1,1,0,31219,2.47,7,1,0.69,29368,1,1,1,0,1,1851,11949,1,1,1,0
mbd/b14_C-mbd14-0277.wcnf.gz,0.423591128,1,0.365385227,0,0.426738353,1,1,1,1,0,31219,2.47,7,1,0.69,29368,1,1,1,0,1,1851,11949,1,1,1,0
mbd/b21_C-mbd14-0218.wcnf.gz,0.421447609,1,0.362101926,0,0.431546408,1,1,1,1,0,63673,2.47,7,1,0.69,60054,1,1,1,0,1,3619,24168,1,1,1,0
mbd/b14_C-mbd14-0310.wcnf.gz,0.423315755,1,0.364704213,0,0.426522929,1,1,1,1,0,31219,2.47,7,1,0.69,29368,1,1,1,0,1,1851,11949,1,1,1,0
mbd/b14_C-mbd14-0337.wcnf.gz,0.423701276,1,0.365657632,0,0.426824188,1,1,1,1,0,31219,2.47,7,1,0.69,29368,1,1,1,0,1,1851,11949,1,1,1,0
mbd/b21_C-mbd14-0322.wcnf.gz,0.421514915,1,0.362268443,0,0.431599582,1,1,1,1,0,63673,2.47,7,1,0.69,60054,1,1,1,0,1,3619,24168,1,1,1,0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr8-plb100.wcnf.gz,0.47672933,1,0.611269341,0,0.289576026,1,1,1,1,0,4748,2.38,16,1,1.73,4598,1,1,1,0,1,150,2046,1,1,1,0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr7-plb100.wcnf.gz,0.490262659,1,0.621121948,0,0.295806074,1,1,1,1,0,4433,2.34,18,1,1.58,4283,1,1,1,0,1,150,2046,1,1,1,0
uaq/uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf.gz,0.632776536,1,0.752656828,0,0.302975649,1,1,1,1,0,4281,1.87,11,1,1.21,4071,1,1,1,0,1,210,2050,1,1,1,0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr12-plb100.wcnf.gz,0.456266625,1,0.597098942,0,0.276581153,1,1,1,1,0,5356,2.46,22,1,2.14,5206,1,1,1,0,1,150,2046,1,1,1,0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr7-plb100.wcnf.gz,0.4804757,1,0.613837974,0,0.291642611,1,1,1,1,0,4655,2.37,16,1,1.66,4505,1,1,1,0,1,150,2046,1,1,1,0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr6-plb100.wcnf.gz,0.484466673,1,0.616552185,0,0.293768531,1,1,1,1,0,4561,2.36,12,1,1.59,4411,1,1,1,0,1,150,2046,1,1,1,0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr9-plb100.wcnf.gz,0.475522577,1,0.610890905,0,0.288254588,1,1,1,1,0,4779,2.39,18,1,1.81,4629,1,1,1,0,1,150,2046,1,1,1,0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr14-plb100.wcnf.gz,0.445740039,1,0.589544054,0,0.268883752,1,1,1,1,0,5755,2.49,22,1,2.35,5605,1,1,1,0,1,150,2046,1,1,1,0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr9-plb100.wcnf.gz,0.47165493,1,0.607770371,0,0.286641031,1,1,1,1,0,4882,2.4,17,1,1.82,4732,1,1,1,0,1,150,2046,1,1,1,0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr5-plb100.wcnf.gz,0.487174466,1,0.618387529,0,0.295157308,1,1,1,1,0,4500,2.35,11,1,1.55,4350,1,1,1,0,1,150,2046,1,1,1,0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr13-plb100.wcnf.gz,0.450544532,1,0.592973119,0,0.272550539,1,1,1,1,0,5564,2.48,21,1,2.25,5414,1,1,1,0,1,150,2046,1,1,1,0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr14-plb100.wcnf.gz,0.445643628,1,0.589465511,0,0.268817879,1,1,1,1,0,5759,2.49,21,1,2.36,5609,1,1,1,0,1,150,2046,1,1,1,0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr12-plb100.wcnf.gz,0.455950059,1,0.596806104,0,0.276460835,1,1,1,1,0,5367,2.46,20,1,2.13,5217,1,1,1,0,1,150,2046,1,1,1,0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr10-plb100.wcnf.gz,0.466553624,1,0.604242761,0,0.283504654,1,1,1,1,0,5027,2.42,18,1,1.92,4877,1,1,1,0,1,150,2046,1,1,1,0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr11-plb100.wcnf.gz,0.461187958,1,0.600474813,0,0.280068776,1,1,1,1,0,5192,2.44,20,1,2.02,5042,1,1,1,0,1,150,2046,1,1,1,0
bcp/fir/normalized-fir08_area_opers.wcnf.gz,0.528702051,0.75,0.545806834,0,0.098822347,1,1,1,1,0,570325,2.57,1023,1,5.46,469077,1,1,1,0,1,101248,203287,1,1,1,0
bcp/hipp-yRa1/simp/simp-ibd_50.08.wcnf.gz,0.299153877,1,0.278851305,0,0.236533686,1,1,1,1,0,45002,2.57,47,1,0.95,44904,1,1,1,0,1,98,2952,1,1,1,0
bcp/hipp-yRa1/su/SU3__simp-genos.haps.80.wcnf.gz,0.291916025,1,0.275601736,0,0.224828672,1,1,1,1,0,196214,2.56,71,1,0.77,196034,1,1,1,0,1,180,8107,1,1,1,0
bcp/hipp-yRa1/su/SU-100kb__simp-genos.haps.21.wcnf.gz,0.333666589,1,0.277674532,0,0.238646687,1,1,1,1,0,33402,2.59,85,1,2.6,33228,1,1,1,0,1,174,6460,1,1,1,0
bcp/syn/normalized-C499.b.wcnf.gz,0.017693737,0.1,0.030742854,0,0.027430584,1,1,1,1,0,24065,56.04,360,10,32.6,19026,1,1,1,0,1,5039,5039,1,1,1,0
bcp/msp/normalized-par32-5.wcnf.gz,0.18657659,1,0.235241834,0,0.424149872,1,1,1,1,0,19853,2.52,3,1,0.52,13501,1,1,1,0,1,6352,6352,1,1,1,0
bcp/msp/normalized-par32-4-c.wcnf.gz,0.145906305,1,0.200180207,0,0.400135092,1,1,1,1,0,9325,2.74,3,2,0.44,6659,1,1,1,0,1,2666,2666,1,1,1,0
bcp/msp/normalized-ii16a2.wcnf.gz,0.057045187,1,0.064381305,0,0.245430952,1,1,1,1,0,28087,2.26,16,2,1.78,24883,1,1,1,0,1,3204,3204,1,1,1,0
pseudoBoolean/garden/normalized-g100x100.opb.msat.wcnf.gz,0,0,0,0,0,1,1,1,1,0,20000,4.96,5,3,0.2,10000,1,1,1,0,1,10000,10000,1,1,1,0
pseudoBoolean/primes-dimacs-cnf/normalized-par32-3.opb.msat.wcnf.gz,0.213105348,1,0.27881661,0,0.448417114,1,1,1,1,0,17743,2.29,3,1,0.69,11391,1,1,1,0,1,6352,6352,1,1,1,0
pseudoBoolean/primes-dimacs-cnf/normalized-par32-2.opb.msat.wcnf.gz,0.214533405,1,0.279971791,0,0.448985064,1,1,1,1,0,17696,2.29,3,1,0.69,11344,1,1,1,0,1,6352,6352,1,1,1,0
pseudoBoolean/primes-dimacs-cnf/normalized-par32-1.opb.msat.wcnf.gz,0.213886977,1,0.278743198,0,0.448380896,1,1,1,1,0,17746,2.3,3,1,0.69,11394,1,1,1,0,1,6352,6352,1,1,1,0
pseudoBoolean/primes-dimacs-cnf/normalized-par32-5.opb.msat.wcnf.gz,0.212138552,1,0.27837672,0,0.448199868,1,1,1,1,0,17761,2.3,3,1,0.7,11409,1,1,1,0,1,6352,6352,1,1,1,0
pseudoBoolean/primes-dimacs-cnf/normalized-par32-4.opb.msat.wcnf.gz,0.212527708,1,0.278669825,0,0.448344682,1,1,1,1,0,17749,2.3,3,1,0.7,11397,1,1,1,0,1,6352,6352,1,1,1,0
ramsey/ram_k4_n20.ra0.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,9690,0,0,0,0,0,6,6,6,0,1,9690,190,1,1,1,0
ramsey/ram_k3_n17.ra0.wcnf.gz,0,,,,,0.875,1,0.777777778,0,0.41573971,3060,0,0,0,0,0,5.33,6,3,1.25,1,3060,136,1,1,1,0
ramsey/ram_k3_n20.ra0.wcnf.gz,0,,,,,0.894736842,1,0.80952381,0,0.392676726,5985,0,0,0,0,0,5.43,6,3,1.18,1,5985,190,1,1,1,0
ramsey/ram_k3_n12.ra0.wcnf.gz,0,,,,,0.818181818,1,0.692307692,0,0.461538462,715,0,0,0,0,0,5.08,6,3,1.38,1,715,66,1,1,1,0
ramsey/ram_k3_n11.ra0.wcnf.gz,0,,,,,0.8,1,0.666666667,0,0.471404521,495,0,0,0,0,0,5,6,3,1.41,1,495,55,1,1,1,0
ramsey/ram_k3_n18.ra0.wcnf.gz,0,,,,,0.882352941,1,0.789473684,0,0.407682457,3876,0,0,0,0,0,5.37,6,3,1.22,1,3876,153,1,1,1,0
ramsey/ram_k4_n18.ra0.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,6120,0,0,0,0,0,6,6,6,0,1,6120,153,1,1,1,0
ramsey/ram_k3_n14.ra0.wcnf.gz,0,,,,,0.846153846,1,0.733333333,0,0.442216639,1365,0,0,0,0,0,5.2,6,3,1.33,1,1365,91,1,1,1,0
ramsey/ram_k3_n13.ra0.wcnf.gz,0,,,,,0.833333333,1,0.714285714,0,0.451753951,1001,0,0,0,0,0,5.14,6,3,1.36,1,1001,78,1,1,1,0
ramsey/ram_k3_n16.ra0.wcnf.gz,0,,,,,0.866666667,1,0.764705882,0,0.424182503,2380,0,0,0,0,0,5.29,6,3,1.27,1,2380,120,1,1,1,0
ramsey/ram_k3_n15.ra0.wcnf.gz,0,,,,,0.857142857,1,0.75,0,0.433012702,1820,0,0,0,0,0,5.25,6,3,1.3,1,1820,105,1,1,1,0
ramsey/ram_k4_n19.ra0.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,7752,0,0,0,0,0,6,6,6,0,1,7752,171,1,1,1,0
ramsey/ram_k3_n19.ra0.wcnf.gz,0,,,,,0.888888889,1,0.8,0,0.4,4845,0,0,0,0,0,5.4,6,3,1.2,1,4845,171,1,1,1,0
ramsey/ram_k3_n10.ra0.wcnf.gz,0,,,,,0.777777778,1,0.636363636,0,0.481045693,330,0,0,0,0,0,4.91,6,3,1.44,1,330,45,1,1,1,0
maxcut/dimacs_mod/p_hat300-3.clq.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,1270,0,0,0,0,0,2,2,2,0,1,1270,43,1,1,1,0
maxcut/dimacs_mod/brock200_1.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,5266,2,2,2,0,5066,1,1,1,0,1,200,200,1,1,1,0
maxcut/dimacs_mod/brock400_2.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,20414,2,2,2,0,20014,1,1,1,0,1,400,400,1,1,1,0
maxcut/dimacs_mod/MANN_a27.clq.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,1690,0,0,0,0,0,2,2,2,0,1,1690,42,1,1,1,0
maxcut/dimacs_mod/san400_0.7_2.clq.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,1126,0,0,0,0,0,2,2,2,0,1,1126,40,1,1,1,0
maxcut/dimacs_mod/brock800_1.clq.wcnf.gz,0,0,0,0,0,1,1,1,1,0,112895,2,2,2,0,112095,1,1,1,0,1,800,800,1,1,1,0
maxcut/dimacs_mod/keller5.clq.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,1230,0,0,0,0,0,2,2,2,0,1,1230,41,1,1,1,0
maxcut/dimacs_mod/san200_0.7_1.clq.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,1116,0,0,0,0,0,2,2,2,0,1,1116,40,1,1,1,0
maxcut/dimacs_mod/hamming10-2.clq.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,1640,0,0,0,0,0,2,2,2,0,1,1640,41,1,1,1,0
maxcut/bipartite/maxcut-140-630-0.7-31.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,1260,0,0,0,0,0,2,2,2,0,1,1260,140,1,1,1,0
maxcut/bipartite/maxcut-140-630-0.8-7.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,1258,0,0,0,0,0,2,2,2,0,1,1258,140,1,1,1,0
maxcut/bipartite/maxcut-140-630-0.8-17.wcnf.gz,0,,,,,0.5,1,0.5,0,0.5,1258,0,0,0,0,0,2,2,2,0,1,1258,140,1,1,1,0
reversi/rev66-26.wcnf.gz,0.578086352,1,0.642443179,0,0.233475414,0.5,1,0.5,0,0.5,136176,2.55,47,1,2.42,136104,1,1,1,0,1,72,22562,1,1,1,0
reversi/rev66-18.wcnf.gz,0.578120067,1,0.642514167,0,0.233520283,0.5,1,0.5,0,0.5,94320,2.55,47,1,2.42,94248,1,1,1,0,1,72,15642,1,1,1,0
reversi/rev66-24.wcnf.gz,0.578092674,1,0.642456492,0,0.233483831,0.5,1,0.5,0,0.5,125712,2.55,47,1,2.42,125640,1,1,1,0,1,72,20832,1,1,1,0
reversi/rev66-12.wcnf.gz,0.578174841,1,0.642629452,0,0.233593085,0.5,1,0.5,0,0.5,62928,2.55,47,1,2.42,62856,1,1,1,0,1,72,10452,1,1,1,0
